gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_0-12,TenureGroup_13-24,TenureGroup_25-36,TenureGroup_37-48,TenureGroup_49-60,TenureGroup_61-72
0,0,0,0,1.4033151016004741,1,1,1,1,1,0,1,0,1,1.2605702548737971,2.0147855838237403,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,-1.163896992279451,1,1,1,0,0,0,0,0,1,0.5065668632479025,-0.8781549376801197,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0,0,-0.715653610808353,1,1,0,0,0,0,0,0,1,0.30561001217580286,-0.5132934142655607,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,-0.5526560175461356,1,1,0,0,0,0,0,1,1,0.6195012919495785,-0.367449886747949,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,1,1,0,-0.7564030091239073,1,0,0,0,0,0,0,0,0,-1.5063232483172613,-0.911138384237892,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0,1,0,-0.6341548141772443,1,1,0,1,0,0,0,0,1,0.5148708653583197,-0.42407769606132634,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,-0.9194006023861249,1,1,0,1,1,0,0,1,1,0.9915205864962751,-0.5925987164820835,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,0,1.5255632965471373,1,0,1,1,1,1,1,1,1,1.4781351101667315,2.299748498521403,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0.058584957187179994,1,1,1,0,0,1,0,0,1,-0.1378237005204833,-0.131072182136385,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,-0.38965842428391806,1,0,0,0,1,0,0,0,0,-0.5081821946450967,-0.5364323677801074,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,-0.5526560175461356,1,1,0,0,0,0,0,0,0,-1.338582405686831,-0.8068922346908752,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,0,-0.6749042124927986,1,1,1,1,1,0,0,0,0,0.8536741514633475,-0.40737721679156813,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,1,-0.38965842428391806,1,1,1,0,1,1,1,0,1,0.4035972370787276,-0.2383947357594098,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,1,0,0,0.8735729234982674,1,1,0,1,0,0,0,0,1,0.4816548569166504,0.9090380616471198,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,-0.8379018057550162,1,0,1,0,0,0,0,0,1,-0.5247901988659314,-0.7606143276617822,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,0,-0.3489090259683637,1,0,0,1,1,0,1,1,1,1.1393318240617039,0.05691808122253761,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,-0.8379018057550162,1,1,0,0,0,0,1,1,1,0.9699301810091903,-0.5518803111046336,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,1,1.2403175083382567,1,1,0,0,0,0,0,0,0,-1.320313601043913,-0.3202930071257108,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0,0,1,1.5663126948626918,1,1,1,0,1,0,1,1,0,1.3851302865300572,2.2327707869237416,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,1,0,-1.1231475939638966,1,0,0,0,0,0,0,0,0,-1.516288050849762,-0.9562296782662391,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,0,-0.2266608310217006,1,0,0,1,0,0,0,0,1,0.36872042821497436,-0.09160631270416691,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,0,0.01783555887162562,1,1,1,1,1,0,1,0,1,0.25744679993538216,0.06399381059735616,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0,1,1,0.7513247285516043,1,0,1,1,0,1,0,0,0,-0.1494493034750676,0.36020757448727747,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,0,1,0,0.9550717201293761,1,0,0,0,0,0,0,0,0,-1.4963584457847605,-0.5164357412860547,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,-1.2046463905950056,1,1,0,0,0,0,0,0,1,0.3072708125978862,-0.9192029577799988,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0,0,0.9958211184449305,1,0,0,0,1,1,0,0,1,-0.38196136256675317,0.32256557318583584,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1.4440644999160286,1,1,1,1,1,0,1,1,1,1.5213159211409015,2.308076763841454,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.3489090259683637,1,0,0,0,0,0,0,0,1,-1.5096448491614283,-0.8049804693007845,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
0,0,0,0,-1.0008993990172337,1,0,0,0,0,0,0,0,1,-1.488054443674343,-0.9496813324473077,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,0.16444197629870802,-0.9808848595039611,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.9601500007016792,1,1,0,0,0,0,1,1,1,0.9881989856521083,-0.6205280706292712,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,1,1.607062093178246,1,0,0,0,0,0,0,0,0,-1.4963584457847605,-0.4302524785281712,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,1,0,1,-0.33213734990424915,-0.9874551796377211,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,1,0.9143223218138218,1,0,0,0,0,0,0,0,0,-1.516288050849762,-0.5047893544268813,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1.0365705167604848,1,1,1,0,0,1,0,0,1,-0.13118049883214955,0.5172360282526616,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.5119066192305812,1,0,0,0,0,0,1,0,0,0.5215140670466537,-0.30220814602174895,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0.9958211184449305,1,0,1,1,1,1,1,0,1,0.3089316130199696,0.8194268057759702,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,0,1,0,-0.43040782259947247,1,0,1,0,0,1,0,0,1,-0.29061733935216244,-0.4437227335181208,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,1.5663126948626918,1,1,0,0,0,0,0,0,0,-1.3086879980893285,-0.18176692644603246,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,1,1,1.4033151016004741,1,1,1,0,0,0,1,1,1,0.3487908231499729,1.2866446876622835,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0,1,0,-1.2046463905950056,0,0,0,0,0,0,0,1,1,-0.9914751174713862,-0.967788167866098,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0,0,0.6698259319204956,1,0,0,0,0,0,0,0,0,-0.7041566444509462,-0.08604681105252368,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1.1995681100227022,1,1,0,0,0,0,0,0,1,-1.3020447964009947,-0.32429233242452127,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,0,-0.5934054158616899,1,0,0,0,1,1,0,0,0,0.4384740459424803,-0.3661314278582312,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,1,1,0,-0.3489090259683637,0,0,0,0,1,1,0,0,0,-1.0213695250688886,-0.6476443751277996,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,0,1.5663126948626918,1,1,0,0,0,0,1,1,1,0.9533221767883555,1.8825441571850499,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.6341548141772443,1,0,0,0,0,0,0,0,0,0.18271078094162607,-0.49936169866421,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0.5475777369738324,1,0,0,0,0,0,0,0,1,-1.4963584457847605,-0.6041791803967711,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,0,0,-1.163896992279451,1,1,0,0,0,0,0,0,0,-1.320313601043913,-0.966843272328467,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,0,-1.0008993990172337,1,1,0,0,0,0,0,1,1,0.6610213025016651,-0.6754418833860155,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,0.6698259319204956,1,1,0,0,0,0,1,1,1,1.016432592827527,1.0906557737057399,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0.6290765336049412,1,1,0,1,1,0,0,1,1,0.18437158136370946,0.4916359514773086,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,0.4660789403427237,1,0,0,0,0,0,0,0,1,-1.516288050849762,-0.6392721611780919,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,0,0,0,-1.163896992279451,1,0,0,0,0,0,1,0,0,-0.31552934568341445,-0.9117097164234365,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,0.9550717201293761,1,1,0,0,0,0,0,0,0,-1.351868809063499,-0.4571270655635846,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.715653610808353,1,1,0,0,0,0,0,0,0,-0.5364158018205157,-0.734135278293284,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0,1,0,1.3625657032849199,1,1,1,1,1,1,1,1,0,1.6873959633492484,2.478839164374731,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0.34383074539606057,1,0,1,1,0,1,1,1,0,0.44677804805289767,0.36240500597014036,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,1,0,-0.022913839443928746,1,1,0,0,0,0,0,0,1,0.3288612180849715,0.0006638352612469189,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,1,-1.2861451872261143,1,0,1,0,0,0,0,0,0,-0.501538992956763,-0.9896965597502413,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,-1.041648797332788,1,0,1,0,0,0,0,0,1,-0.4650013836709266,-0.85602680264769,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0.6698259319204956,1,1,0,1,0,1,1,1,1,1.383469486107974,1.2596822033675557,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.8379018057550162,0,0,1,0,1,1,0,1,0,-0.5031997933788463,-0.7689865416114899,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-1.49137604451851,-1.0027932513881044,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,1,1,1.3625657032849199,1,0,0,0,0,0,0,0,1,-1.5030016474730943,-0.4207376002073747,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0.9958211184449305,0,0,1,0,1,1,0,0,1,-0.7938398672434533,-0.019156996714176557,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,-0.5934054158616899,1,0,0,0,0,0,0,0,1,0.2026403860066275,-0.46325789940077217,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,1,1.607062093178246,1,0,1,1,0,1,1,0,0,0.1129571632141206,1.1222328641144803,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,1,1,-0.38965842428391806,1,0,1,1,0,1,0,0,0,0.6444132982808305,-0.16040789243260495,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,-0.9194006023861249,0,0,0,0,1,0,0,0,0,-1.1791455651668181,-0.8994480487490614,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,1,-0.8786512040705705,1,1,0,0,0,1,0,1,1,0.04486434590869801,-0.6860554774482435,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.2046463905950056,1,0,0,0,0,0,0,0,1,-1.4780896411418423,-0.977808455427953,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.6749042124927986,1,1,0,1,0,0,0,0,0,-0.32217254737174844,-0.6269225962444023,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,0,-0.30815962765280935,1,0,0,0,0,0,0,0,1,-1.488054443674343,-0.7884118359199981,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,-0.9194006023861249,1,0,0,0,0,0,0,1,1,-0.27400933513132775,-0.7904554471990606,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,0,0.3030813470805062,0,0,1,1,1,0,0,0,1,-0.7523198566913666,-0.2572706721972023,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0,1,1,0.506828338658278,0,0,1,0,0,0,1,1,1,-0.4683229845150936,0.014068167306710715,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,1,0.3845801437116149,1,0,0,0,0,0,0,0,0,-1.494697645362677,-0.6452931234411363,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,1,-0.43040782259947247,0,0,0,1,0,0,1,0,0,-0.856950283282625,-0.6381075224921745,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,1,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-0.6211166233467728,-0.9912787104179026,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,1.1995681100227022,1,0,0,1,1,1,1,1,1,0.5115492645141531,1.177520240223311,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.6341548141772443,1,1,1,1,1,1,1,0,1,1.383469486107974,-0.2767618894501964,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,-0.8379018057550162,1,0,0,0,0,0,0,0,0,-1.5179488512718458,-0.9110944356082348,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
0,1,1,0,1.607062093178246,1,1,1,1,1,1,1,1,1,0.8254405442879281,1.9317666224011791,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0.9550717201293761,1,1,1,1,0,0,0,1,1,1.0579526033796138,1.282337721955872,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0.9550717201293761,1,1,1,0,1,0,0,1,1,0.12458276616870469,0.6619368913991848,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1.3218163049693654,1,1,0,0,0,0,0,0,0,-1.2787935904918262,-0.26513747690585154,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0.4253295420271693,0,0,0,0,1,0,1,1,1,-0.529772600132182,-0.09916547700521547,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,0,-0.5934054158616899,1,0,0,0,0,0,0,0,0,-1.4830720424080928,-0.8491927907359864,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,-1.0008993990172337,1,0,1,0,0,1,0,1,0,0.034899543376197294,-0.7591420485682641,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,1,0.9958211184449305,1,0,0,1,1,0,1,1,1,1.0812038092887823,1.4486173622641092,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,1,1,0,-0.26741022933725495,1,0,0,0,1,0,1,0,1,0.6875941092550005,-0.10320875093368315,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,1,0.4253295420271693,1,1,0,0,1,0,1,1,1,1.1393318240617039,0.8385884083065346,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,0.01783555887162562,1,0,1,0,0,1,1,0,1,0.7955461366904261,0.31898375986876926,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,1,1,1.5255632965471373,1,1,1,1,1,0,1,1,1,1.433293498770478,2.473741123334489,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,-1.163896992279451,1,0,1,0,0,0,0,0,1,-0.5181469971775976,-0.9305856528612289,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,-0.38965842428391806,1,1,0,0,0,0,1,0,1,0.6228228927937453,-0.19859925160476238,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0.7105753302360499,1,1,1,1,0,1,1,1,0,1.4465799021471455,1.4541988382305808,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,-0.4711572209150268,0,0,0,0,0,0,0,0,1,-1.2937407942905774,-0.7629875536632741,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,1,0.34383074539606057,1,1,1,1,1,0,1,0,1,0.44345644720873045,0.3996514696046668,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1,0,0,0.22158255044939748,1,1,0,0,0,0,1,1,0,0.9881989856521083,0.5938165154304342,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-0.06366323775948311,1,1,0,0,0,1,0,0,0,0.5547300754883231,0.10846982381050173,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,0,1,0,-1.041648797332788,1,0,0,0,0,0,0,0,1,0.1445123712337061,-0.8133746575653209,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.2453957889105598,1,0,0,0,0,0,0,0,1,-0.6642974343209428,-0.9692384726447877,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,1,1.0773199150760393,1,1,0,0,1,1,1,0,1,0.23585639444829687,0.8319521652282889,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.041648797332788,1,1,0,0,0,0,1,1,1,0.9666085801650229,-0.7034151861628605,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,1,-0.1859114327061462,1,0,0,1,0,1,0,0,1,-0.3520669549692508,-0.34510200856723316,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0.34383074539606057,1,0,0,0,1,1,1,1,1,1.1991206392567086,0.7534379383455966,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.163896992279451,1,0,1,1,0,0,0,0,0,-0.32549414821591516,-0.9146542746104727,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0.34383074539606057,1,1,0,1,1,0,1,1,1,1.3718438831533895,0.9412084585562328,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-1.041648797332788,0,0,0,0,1,1,0,0,1,-0.9798495145168018,-0.9019531206395249,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,1,0,0,-0.5119066192305812,1,1,0,0,0,0,1,0,1,0.6427524978587467,-0.24463544117074051,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,1,-0.8379018057550162,1,0,0,0,0,0,0,1,0,-0.37697896130050285,-0.7055906433308947,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,-0.06366323775948311,1,0,1,0,0,0,0,0,1,0.28401960668871756,-0.09105695483345118,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,-0.5934054158616899,1,0,0,1,0,0,0,0,1,-0.5031997933788463,-0.6311416646914991,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,0,0.506828338658278,1,1,0,1,1,0,1,1,1,1.42000709539381,1.1342967629553975,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,-0.06366323775948311,0,0,0,0,0,0,0,0,0,-1.3286176031543302,-0.6647843406941303,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,1,0,0,0.4253295420271693,1,1,0,0,0,0,1,0,1,0.6593605020795813,0.5905643168357971,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0.506828338658278,0,0,1,0,1,1,0,0,0,-0.7539806571134502,-0.20264252553323017,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,-0.8786512040705705,1,1,0,0,0,0,0,0,1,0.33052201850705487,-0.648743090869231,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.5934054158616899,0,0,0,1,1,0,0,0,1,-1.0462815314001406,-0.7479351480056632,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,-0.5934054158616899,0,0,1,1,0,1,0,0,1,-0.8237342748409557,-0.6987346571043624,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,0.7920741268671586,1,0,0,0,0,0,0,0,1,-1.4814112419860093,-0.532301196592325,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.715653610808353,1,1,1,0,1,0,0,0,1,0.6427524978587467,-0.4391301017189373,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,-0.8786512040705705,1,0,0,1,0,0,1,1,1,0.9965029877625257,-0.519270427898948,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,1,-0.43040782259947247,1,0,0,0,0,0,0,0,0,-1.4863936432522598,-0.7970477416476494,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0.26233194876495186,1,0,0,0,0,1,0,0,1,-0.50486059380093,-0.14533351246016524,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,0,1,1,-1.163896992279451,1,1,0,1,1,0,0,0,1,0.6576997016574979,-0.8481819722538694,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,0.17108517798704198,-0.9807969622446465,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,-1.0008993990172337,1,0,0,0,0,0,0,0,1,0.16942437756495815,-0.7693161563339194,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0.5883271352893868,1,0,0,0,0,0,0,0,0,-1.4863936432522598,-0.5590439377387668,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,0,1,0,1.4033151016004741,1,0,0,0,0,0,0,0,0,-1.5063232483172613,-0.42482482276549977,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,1,1.5255632965471373,1,1,1,1,1,1,1,1,1,1.6658055578621636,2.614135020774601,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,1,0,-0.4711572209150268,1,0,1,0,1,1,1,1,0,0.5281572687349877,-0.25792990164206114,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.4253295420271693,1,1,0,0,0,0,0,0,0,-1.2804543909139094,-0.5237751624388169,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0.7105753302360499,1,0,0,0,0,0,0,0,0,-1.5030016474730943,-0.5769530043240996,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0.01783555887162562,0,0,1,0,1,1,1,1,0,-0.1810045114946536,-0.12549070616991315,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,1,0,0,-1.2453957889105598,1,0,0,1,0,0,1,0,1,0.6244836932158286,-0.9396830192002814,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,-0.9601500007016792,1,0,0,1,0,1,1,0,0,0.04154274506453126,-0.7389037046110966,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,1,1,-0.6341548141772443,1,0,0,0,0,0,0,0,1,0.13288676827912202,-0.5063715050945425,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,1,0.506828338658278,1,1,0,1,1,0,0,1,1,0.9965029877625257,0.9084227808319183,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,-0.7971524074394618,1,0,0,0,0,0,0,0,0,-1.488054443674343,-0.8915372954107548,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,1.5663126948626918,1,1,0,0,0,0,0,0,0,-1.3435648069530814,-0.25608405919645627,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0,1,1,-1.2861451872261143,1,0,0,0,0,0,0,0,1,-0.6858878398080278,-0.9921357086962193,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,0.18935398262996006,-0.9805552447815317,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,1,-0.8379018057550162,1,0,0,0,0,0,0,0,0,-1.5279136538043463,-0.9089849013846864,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,1,1,1.4848138982315828,1,1,0,1,1,0,1,0,0,1.0214149940937776,1.8499782226090213,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,0,1,1,1.607062093178246,1,1,1,1,1,1,1,0,0,0.5746596805533245,1.5440518115648456,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,1,0,0,-0.43040782259947247,1,0,1,0,1,1,0,1,1,0.15779877461037406,-0.33244480322594266,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.3845801437116149,1,1,0,0,0,1,1,1,1,1.1725478325033731,0.8443017301619782,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,1,-1.2046463905950056,1,0,0,0,0,0,0,0,1,-1.4930368449405937,-0.9784676848728119,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-1.5063232483172613,-1.002991020221562,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,1,0.5475777369738324,1,0,0,0,0,0,0,0,0,-1.5146272504276788,-0.5905331308881924,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,0,1,1,-0.30815962765280935,1,1,0,0,0,1,0,0,1,-0.32881574906008215,-0.36729606654414865,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0.5883271352893868,1,1,0,0,0,0,0,0,0,-1.2655071871151584,-0.4618954918813972,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-0.5119066192305812,1,1,0,1,0,1,1,0,1,0.12292196574662131,-0.38922643274312047,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0,1,1,0.3845801437116149,1,1,0,0,0,0,0,0,0,-1.3967104204597522,-0.5658779496504704,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-1.0823981956483424,1,0,0,1,0,0,1,0,1,0.6593605020795813,-0.7815558496934658,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
